run	subcxi	event	id	multi	a	b	c	alpha	beta	gamma	indby	phoen	bmdv	bmbw	npeak	prorad	detdx	detdy	reslim	nref	nsref	niref	o1	o2	o3	o4	o5	o6	o7	o8	o9	/LCLS/machineTime	/LCLS/machineTimeNanoSeconds	/LCLS/fiducial	/cheetah/frameNumber	row	col	chiprow	chipframe
105	1	7557	0105017557	1	13.011040	22.649220	30.820959	89.145973	89.609818	90.340088	mosflm-comb-latt-nocell-retry-multi-refine	9477.773438	0.000000	0.000000	80	0.005700	0.031000	-0.013000	1.820000	6652	0	30	0.015595	0.072118	0.021526	-0.000663	-0.012235	0.042423	0.031729	-0.006535	-0.001893	1506768384	32523540	73050	31847	87	187	87	31847
105	1	8315	0105018315	1	13.100830	22.719339	30.656969	89.166260	90.029892	89.427399	mosflm-comb-latt-nocell-retry-multi-refine	9462.412109	0.000000	0.000000	123	0.007070	-0.039000	0.004000	1.890000	8182	0	9	0.039271	0.043201	-0.049178	0.032837	-0.029297	0.001169	-0.013841	-0.015796	-0.024963	1506768384	457274592	78963	32958	90	159	90	32958
105	1	8597	0105018597	1	12.994580	22.830339	30.913170	89.091408	90.074898	89.522980	mosflm-comb-latt-nocell-retry-multi-refine	9467.791016	0.000000	0.000000	186	0.009130	-0.008000	0.020000	2.110000	10629	0	44	-0.075841	-0.006241	0.011475	-0.006573	0.005363	-0.042979	0.002019	-0.032067	-0.003787	1506768384	716035072	81216	33408	91	290	91	33408
105	1	8798	0105018798	1	13.076890	22.711130	30.934980	89.221474	89.071503	89.778297	dirax-comb-nolatt-nocell-retry-multi-refine	9465.954102	0.000000	0.000000	227	0.009120	-0.012000	-0.009000	1.750000	10542	0	62	-0.076373	0.001634	-0.003732	0.000654	0.043144	0.008794	0.002200	0.005981	-0.031699	1506768384	233276320	82842	33688	92	159	92	33688
105	1	8852	0105018852	1	13.039560	22.420740	31.406900	89.209602	89.940689	89.891212	mosflm-comb-latt-nocell-retry-multi-refine	9469.669922	0.000000	0.000000	220	0.010570	0.016000	0.018000	1.640000	11866	0	42	0.031007	0.069925	-0.005512	0.035245	-0.013864	0.023565	0.014265	-0.008503	-0.027170	1506768384	816666176	83052	33758	92	89	92	33758
105	1	8848	0105018848	2	13.059070	22.574699	30.700951	89.095970	90.537483	89.219109	mosflm-comb-latt-nocell-retry-multi-refine	9467.368164	0.000000	0.000000	274	0.018280	-0.032000	0.007000	2.010000	18875	0	46	0.059772	-0.040351	0.025778	-0.024606	-0.013353	0.034342	-0.009474	-0.025801	-0.017489	1506768384	774978432	83037	33753	92	94	92	33753
105	1	9063	0105019063	1	13.125680	22.966999	30.813450	89.154579	90.273308	90.984772	mosflm-comb-latt-nocell-retry-multi-refine	9473.024414	0.000000	0.000000	266	0.020460	0.024000	-0.008000	1.830000	21906	0	87	-0.056764	0.038344	0.033374	0.006632	0.034129	-0.026229	-0.021166	-0.012695	-0.021079	1506768384	392003360	85059	34150	93	302	93	34150
105	1	9170	0105019170	1	12.985780	22.759720	30.824961	89.131447	89.943680	90.601120	mosflm-comb-latt-nocell-retry-multi-refine	9464.142578	0.000000	0.000000	105	0.003900	0.000000	0.019000	1.470000	4479	0	17	0.066659	0.005367	0.038190	0.008243	-0.042512	-0.007482	0.015059	0.008272	-0.027522	1506768384	475423424	86529	34332	94	232	94	34332
105	1	9382	0105019382	1	13.071020	22.648720	30.960911	89.226051	89.239838	90.305122	mosflm-comb-latt-nocell-retry-multi-refine	9463.764648	0.000000	0.000000	51	0.002390	-0.023000	-0.003000	1.270000	2721	0	22	0.025132	-0.046246	0.055533	-0.008348	0.031209	0.030103	-0.029936	-0.011714	0.003199	1506768384	541942336	88353	34656	95	91	95	34656
105	1	9494	0105019494	1	12.959230	22.523870	30.856039	89.199417	90.044403	89.881462	mosflm-comb-latt-nocell-retry-multi-refine	9468.422852	0.000000	0.000000	60	0.002220	-0.004000	0.009000	1.240000	2647	0	16	0.073153	-0.014418	0.019880	0.011278	0.041253	-0.011938	-0.006221	0.009955	0.030211	1506768384	241824816	88965	34860	95	295	95	34860
105	1	9514	0105019514	1	12.874940	22.487009	31.037560	89.019600	90.753738	89.224571	mosflm-comb-latt-nocell-retry-multi-refine	9472.752930	0.000000	0.000000	137	0.005770	0.002000	-0.001000	1.420000	6549	0	12	0.073203	0.018893	-0.017867	0.013112	-0.040162	0.013915	-0.004003	-0.011082	-0.029995	1506768384	425139360	89031	34882	95	317	95	34882
105	1	9600	0105019600	1	12.880960	22.858841	30.823820	89.221542	89.009293	90.002472	mosflm-comb-latt-nocell-retry-multi-refine	9470.254883	0.000000	0.000000	33	0.001310	-0.003000	0.021000	1.240000	1587	0	3	0.019922	0.068050	-0.031641	-0.033003	0.019486	0.021101	0.019790	0.005270	0.025171	1506768384	183257952	90384	35045	96	239	96	35045
105	1	9817	0105019817	1	13.067040	22.600660	30.911030	89.052338	89.571449	89.641457	mosflm-comb-latt-nocell-retry-multi-refine	9529.634766	0.000000	0.000000	37	0.001410	-0.027000	0.010000	1.300000	1774	0	1	0.054176	-0.030098	0.044902	0.026062	0.034704	-0.008646	-0.012886	0.015328	0.025415	1506768384	258157216	92211	35364	97	79	97	35364
105	1	9826	0105019826	2	13.053150	22.316669	31.110920	89.218910	90.846062	89.843468	mosflm-comb-latt-nocell-retry-multi-refine	9542.111328	0.000000	0.000000	162	0.016560	-0.003000	-0.021000	1.440000	18891	0	33	0.039077	0.064100	-0.015316	-0.034042	0.014563	-0.025246	-0.012486	0.014371	0.025907	1506768384	333138688	92238	35373	97	88	97	35373
105	1	9981	0105019981	1	13.093830	22.537399	31.025570	89.008072	90.719933	89.863861	mosflm-comb-latt-nocell-retry-multi-refine	9465.632812	0.000000	0.000000	350	0.031350	-0.018000	0.028000	1.940000	31589	0	262	-0.023380	-0.053466	-0.049278	-0.002065	-0.029461	0.033123	-0.030744	0.008419	0.004823	1506768384	33048260	92850	35577	97	292	97	35577
105	0	65	01050065	1	13.116360	22.778990	30.921949	89.071632	89.319717	89.939941	mosflm-comb-latt-nocell-retry-multi-refine	9459.023438	0.000000	0.000000	120	0.004800	0.037000	0.029000	1.380000	5579	0	40	0.003102	-0.076183	0.000148	-0.043834	-0.001744	0.001816	-0.000827	0.000288	-0.032334	1506767872	198361648	36444	113	0	112	0	113
105	0	384	010500384	1	12.813220	23.391870	30.851179	89.110718	90.961708	89.193329	mosflm-comb-latt-nocell-retry-multi-refine	9452.697266	0.000000	0.000000	26	0.002070	0.068000	-0.008000	1.180000	2389	0	12	0.028355	-0.057952	-0.043949	0.004916	-0.023568	0.035338	-0.029808	-0.011956	-0.004445	1506767872	693042624	40221	800	3	67	3	800
105	0	421	010500421	1	13.502730	22.663179	30.633101	89.226830	89.219452	89.356270	mosflm-comb-latt-nocell-retry-multi-refine	9460.215820	0.000000	0.000000	77	0.008010	-0.016000	-0.034000	1.160000	8802	0	86	0.034717	0.016604	-0.063289	-0.038499	0.013157	-0.017096	0.005657	0.030031	0.011497	1506767872	676614784	40575	918	3	185	3	918
105	0	728	010500728	1	13.066220	22.279819	32.207291	89.221024	89.612129	89.419388	mosflm-comb-latt-nocell-retry-multi-refine	9467.541016	0.000000	0.000000	226	0.017710	-0.077000	-0.019000	1.250000	20667	0	83	-0.014912	0.073574	0.014924	-0.038735	-0.003782	-0.022369	-0.013958	-0.008405	0.026434	1506767872	753969536	44562	1666	5	203	5	1666
105	0	726	010500726	2	13.459740	22.813810	30.298910	89.146828	89.935059	90.804558	mosflm-comb-latt-nocell-retry-multi-refine	9469.583984	0.000000	0.000000	250	0.026400	-0.012000	0.022000	1.520000	27196	0	178	0.025405	0.050747	-0.047961	0.037710	0.002972	0.022165	0.012406	-0.024090	-0.018850	1506767872	695625792	44541	1659	5	196	5	1659
105	0	863	010500863	1	13.050470	22.644581	31.463209	89.211281	90.648537	89.622513	mosflm-comb-latt-nocell-retry-multi-refine	9462.593750	0.000000	0.000000	127	0.006150	-0.020000	-0.001000	1.360000	7139	0	39	-0.039653	-0.065304	-0.005953	-0.037305	0.022280	0.007908	-0.003421	0.004503	-0.031281	1506767872	80062880	46479	2015	6	190	6	2015
105	0	890	010500890	1	13.111610	22.599110	30.876051	89.159264	90.859688	89.961617	mosflm-comb-latt-nocell-retry-multi-refine	9470.578125	0.000000	0.000000	152	0.004000	0.009000	-0.045000	1.850000	4579	0	17	-0.020693	-0.066555	0.030991	-0.038468	0.017878	0.012612	-0.013088	-0.009550	-0.028052	1506767872	380121440	46587	2051	6	154	6	2051
105	0	896	010500896	1	13.100460	22.750610	30.805260	89.173073	89.138298	89.604858	mosflm-comb-latt-nocell-retry-multi-refine	9467.561523	0.000000	0.000000	106	0.005980	-0.031000	0.050000	1.370000	7006	0	17	-0.013861	0.070827	0.024895	-0.040418	-0.012445	0.012002	0.011739	-0.008444	0.029071	1506767872	438437664	46608	2058	6	147	6	2058
105	0	893	010500893	1	12.999620	22.844749	30.922470	89.135910	89.434998	90.009628	mosflm-comb-latt-nocell-retry-multi-refine	9430.750000	0.000000	0.000000	125	0.006000	-0.009000	-0.005000	1.340000	6820	0	16	-0.072361	0.015951	-0.020676	-0.012798	-0.039307	0.014413	-0.005154	0.012927	0.029197	1506767872	405111616	46596	2054	6	151	6	2054
105	0	1025	0105001025	1	13.055190	22.783541	30.853670	89.151192	90.093002	89.685081	mosflm-comb-latt-nocell-retry-multi-refine	9469.916016	0.000000	0.000000	120	0.003530	-0.020000	-0.002000	1.510000	4007	0	17	-0.012214	0.074642	0.012115	-0.041992	-0.008649	0.009422	0.008240	-0.003649	0.031137	1506767872	139111920	48300	2375	7	169	7	2375
105	0	1046	0105001046	1	13.154600	22.841551	31.019079	89.133163	90.496391	90.878670	mosflm-comb-latt-nocell-retry-multi-refine	9473.788086	0.000000	0.000000	263	0.018210	-0.010000	0.021000	1.640000	20946	0	116	-0.055624	0.037856	-0.035406	-0.022744	0.002817	0.037314	0.014694	0.028006	0.006275	1506767872	347463040	48375	2400	7	194	7	2400
105	0	1565	0105001565	2	13.058300	22.637871	31.983379	89.193459	90.877930	90.426117	mosflm-comb-latt-nocell-retry-multi-refine	9482.317383	0.000000	0.000000	255	0.017760	0.006000	0.003000	1.750000	19451	0	68	-0.068459	-0.033208	0.008762	-0.016881	0.038002	0.014924	-0.007916	0.007488	-0.029313	1506767872	806384000	54300	3528	10	153	10	3528
105	0	1754	0105001754	1	13.029200	22.982550	30.335581	89.107910	89.387741	89.987198	mosflm-comb-latt-nocell-retry-multi-refine	9480.445312	0.000000	0.000000	55	0.007000	0.026000	-0.049000	1.100000	8097	0	30	0.004163	-0.076408	-0.005990	0.039258	0.000670	0.018763	-0.014592	-0.002749	0.029438	1506767872	390275456	56310	3903	11	221	11	3903
105	0	1774	0105001774	1	13.153760	22.377001	31.164660	89.172623	90.970650	89.097183	mosflm-comb-latt-nocell-retry-multi-refine	9485.983398	0.000000	0.000000	24	0.002550	-0.103000	0.109000	0.940000	3018	0	15	-0.074491	-0.009681	-0.011841	0.008437	-0.041378	-0.014653	-0.003907	-0.010888	0.029939	1506767872	115379592	56571	3990	11	308	11	3990
105	0	1896	0105001896	1	13.414770	22.688789	29.822269	89.085701	90.026810	89.687279	mosflm-comb-latt-nocell-retry-multi-refine	9480.093750	0.000000	0.000000	87	0.004120	-0.010000	-0.055000	1.320000	4656	0	21	-0.025507	-0.048815	0.050235	0.038717	-0.021042	-0.001146	0.010882	0.019794	0.024788	1506767872	491120928	58146	4223	12	189	12	4223
105	0	2414	0105002414	1	13.151010	22.674641	30.467800	89.117722	90.452522	90.166718	mosflm-comb-latt-nocell-retry-multi-refine	9483.555664	0.000000	0.000000	123	0.004400	0.024000	-0.024000	1.350000	5104	0	25	-0.066670	0.009710	-0.035260	-0.004219	-0.043692	-0.004319	-0.015665	-0.000828	0.028836	1506768000	995067904	63726	5268	15	115	15	5268
105	0	2728	0105002728	1	13.071150	22.701799	30.966200	89.153633	90.264999	90.094719	mosflm-comb-latt-nocell-retry-multi-refine	9474.970703	0.000000	0.000000	203	0.014160	0.019000	-0.010000	1.440000	16482	0	100	0.010379	0.075020	0.010829	-0.043303	0.006716	-0.004532	-0.003465	-0.003969	0.031865	1506768000	389042592	67467	5961	17	65	17	5961
105	0	2727	0105002727	1	13.396890	22.620781	30.307100	89.032043	90.006912	90.265152	mosflm-comb-latt-nocell-retry-multi-refine	9478.747070	0.000000	0.000000	282	0.011560	-0.031000	-0.050000	1.940000	13529	0	78	-0.004348	-0.055313	0.049935	-0.036313	0.018275	0.017386	-0.018280	-0.017606	-0.021092	1506768000	380697568	67464	5960	17	64	17	5960
105	0	2758	0105002758	1	13.189060	22.683661	30.863390	89.189667	90.747368	90.246239	mosflm-comb-latt-nocell-retry-multi-refine	9476.125977	0.000000	0.000000	342	0.012130	-0.003000	-0.042000	2.130000	13017	0	112	0.043976	0.031789	-0.052966	0.025464	0.017556	0.031420	0.018673	-0.026468	-0.000985	1506768000	822422016	67623	6013	17	117	17	6013
105	0	2765	0105002765	1	13.111660	22.548571	31.375111	89.120010	89.642754	89.908340	mosflm-comb-latt-nocell-retry-multi-refine	9470.776367	0.000000	0.000000	63	0.006430	-0.006000	-0.005000	1.010000	7553	0	31	-0.001518	0.076248	-0.000990	-0.042675	-0.000760	0.012066	0.009136	0.000380	0.030537	1506768000	972466176	67677	6031	17	135	17	6031
105	0	2807	0105002807	2	13.083110	22.673491	30.458599	89.187927	90.524658	90.251999	mosflm-comb-latt-nocell-retry-multi-refine	9475.898438	0.000000	0.000000	135	0.007680	-0.006000	0.037000	1.240000	8632	0	75	0.045693	-0.039442	-0.046896	-0.008757	-0.037032	0.022307	-0.025206	-0.005691	-0.020260	1506768000	497473920	67866	6094	17	198	17	6094
105	0	2974	0105002974	1	12.972960	22.518900	31.741230	89.002937	90.539627	89.751381	mosflm-comb-latt-nocell-retry-multi-refine	9469.274414	0.000000	0.000000	30	0.004620	-0.028000	0.003000	1.030000	5515	0	26	0.015459	0.071874	-0.023186	0.043464	-0.008909	0.002028	-0.001037	-0.009175	-0.030128	1506768000	781377920	69768	6437	18	187	18	6437
105	0	2987	0105002987	1	13.025840	22.549740	31.085171	89.052177	89.586594	90.129982	mosflm-comb-latt-nocell-retry-multi-refine	9459.826172	0.000000	0.000000	97	0.007270	0.032000	-0.017000	1.240000	8333	0	12	-0.000976	-0.076761	0.000901	-0.043084	0.000566	0.010517	-0.007112	-0.000044	-0.031379	1506768000	906387264	69813	6452	18	172	18	6452
105	0	3073	0105003073	1	13.027250	22.535259	31.434931	89.131393	89.676437	90.664238	mosflm-comb-latt-nocell-retry-multi-refine	9460.003906	0.000000	0.000000	178	0.009460	0.015000	0.032000	1.380000	11125	0	49	0.074053	0.011300	-0.016791	-0.008989	0.041001	-0.014420	0.004831	0.010908	0.029495	1506768000	956776064	71271	6648	19	23	19	6648
105	0	3157	0105003157	1	12.981130	22.666090	31.009689	89.107147	90.035263	90.068680	mosflm-comb-latt-nocell-retry-multi-refine	9467.504883	0.000000	0.000000	119	0.009970	0.025000	0.042000	1.640000	11534	0	90	0.012745	0.075723	0.006168	0.043146	-0.007632	0.005205	0.003698	0.002002	-0.031977	1506768000	206875904	71721	6798	19	173	19	6798
105	0	3318	0105003318	1	13.010870	22.760679	31.001471	89.217842	90.672729	90.539909	mosflm-comb-latt-nocell-retry-multi-refine	9460.401367	0.000000	0.000000	105	0.004380	0.008000	-0.015000	1.380000	5129	0	18	0.001990	-0.076693	-0.004780	-0.041404	-0.000566	-0.014705	0.011170	0.001797	-0.030213	1506768000	382218720	73584	7142	20	225	20	7142
105	0	3344	0105003344	1	12.926790	22.580919	31.218220	89.153641	90.707817	89.213570	mosflm-comb-latt-nocell-retry-multi-refine	9473.475586	0.000000	0.000000	95	0.003640	-0.009000	-0.028000	1.260000	4180	0	29	-0.047192	0.053740	0.029520	-0.034433	-0.026641	-0.008163	0.003377	-0.012543	0.029287	1506768000	657248192	73683	7175	20	192	20	7175
105	0	3384	0105003384	1	13.131100	22.778570	30.743620	89.215569	90.449852	90.816063	mosflm-comb-latt-nocell-retry-multi-refine	9474.620117	0.000000	0.000000	251	0.020020	-0.020000	0.052000	2.060000	21413	0	137	0.036667	0.053642	-0.039739	-0.033100	0.028160	0.006280	0.014620	0.010449	0.027117	1506768000	198916048	73878	7240	20	127	20	7240
105	0	3505	0105003505	1	13.165730	22.747030	30.829241	89.020699	89.003677	90.042870	mosflm-comb-latt-nocell-retry-multi-refine	9465.906250	0.000000	0.000000	270	0.022440	-0.044000	-0.007000	1.460000	24338	0	160	-0.034910	0.056600	-0.036724	0.033174	0.027048	0.010057	0.015015	-0.009183	-0.027258	1506768000	723878464	75507	7506	21	138	21	7506
105	0	3523	0105003523	1	13.015430	22.825480	30.952471	89.062531	89.176079	89.803047	dirax-comb-nolatt-nocell-retry-multi-refine	9458.152344	0.000000	0.000000	146	0.009420	-0.013000	0.011000	1.540000	11003	0	50	-0.008670	-0.074565	-0.016410	0.040522	-0.007808	0.014727	-0.012203	-0.004611	0.029565	1506768000	973870720	75597	7536	21	168	21	7536
105	0	3536	0105003536	2	13.410260	22.725000	30.064119	89.125740	90.075333	89.590439	mosflm-comb-latt-nocell-retry-multi-refine	9459.063477	0.000000	0.000000	348	0.030400	0.009000	-0.012000	2.030000	28350	0	269	-0.019465	0.053268	-0.048421	-0.035365	-0.023635	-0.011298	-0.017302	0.015430	0.023857	1506768000	148861824	75660	7557	21	189	21	7557
105	0	3571	0105003571	1	13.065010	22.730129	30.851299	89.002922	90.676743	90.354652	mosflm-comb-latt-nocell-retry-multi-refine	9466.083984	0.000000	0.000000	156	0.005400	-0.003000	0.004000	1.760000	6309	0	39	0.056814	0.029838	-0.041728	0.024147	0.005551	0.036363	0.012646	-0.029500	-0.004573	1506768000	740473088	75873	7628	21	260	21	7628
105	0	3628	0105003628	1	12.996410	22.727671	30.817539	89.032333	89.883926	90.257401	mosflm-comb-latt-nocell-retry-multi-refine	9466.908203	0.000000	0.000000	105	0.003870	0.002000	0.001000	1.470000	4475	0	11	-0.000443	-0.076941	-0.000696	-0.043460	0.000113	-0.006907	0.005635	0.000325	-0.031959	1506768000	208222048	77121	7796	22	313	22	7796
105	0	3736	0105003736	1	12.997130	22.671709	31.049000	89.220963	89.270447	90.214218	dirax-comb-nolatt-nocell-retry-multi-refine	9467.416016	0.000000	0.000000	163	0.010910	-0.010000	0.029000	1.800000	12635	0	65	0.038577	0.039824	-0.053354	-0.008173	-0.031561	-0.029715	-0.027331	0.015116	-0.007885	1506768000	592414720	77619	7962	22	147	22	7962
105	0	3817	0105003817	1	13.039250	22.672760	31.098669	89.116341	90.275642	90.029556	mosflm-comb-latt-nocell-retry-multi-refine	9466.000000	0.000000	0.000000	58	0.003780	0.011000	-0.019000	1.270000	4323	0	18	0.072321	-0.018396	0.017693	0.012389	0.041724	-0.007172	-0.005756	0.006508	0.030964	1506768000	703975936	79098	8165	23	55	23	8165
105	0	3815	0105003815	1	13.029950	22.729570	31.077770	89.058098	90.850807	89.974449	mosflm-comb-latt-nocell-retry-multi-refine	9463.161133	0.000000	0.000000	164	0.008990	0.039000	-0.006000	1.350000	10191	0	62	-0.074361	0.007178	0.017612	-0.006009	-0.042840	-0.008045	0.006248	-0.006148	0.030969	1506768000	670624384	79086	8161	23	51	23	8161
105	0	3836	0105003836	1	13.035560	22.786940	30.951080	89.086357	89.429329	90.080612	mosflm-comb-latt-nocell-retry-multi-refine	9471.131836	0.000000	0.000000	225	0.015670	-0.018000	0.020000	1.520000	18170	0	117	0.067635	0.024237	0.026898	0.017896	-0.038864	-0.009784	0.007262	0.011323	-0.029382	1506768000	929112640	79179	8192	23	82	23	8192
105	0	3944	0105003944	1	13.010710	22.808411	31.006350	89.144173	89.352592	89.828720	mosflm-comb-latt-nocell-retry-multi-refine	9463.554688	0.000000	0.000000	79	0.004820	-0.009000	-0.023000	1.390000	5641	0	17	-0.005134	0.076543	0.004794	0.040743	0.003598	-0.015803	-0.012163	0.000690	-0.029868	1506768000	438749824	79722	8373	23	263	23	8373
105	0	3951	0105003951	1	13.084100	22.585230	30.967211	89.223129	90.858047	90.242828	mosflm-comb-latt-nocell-retry-multi-refine	9473.563477	0.000000	0.000000	137	0.003850	-0.003000	0.018000	1.460000	4496	0	23	-0.014630	-0.072179	0.020468	-0.040440	0.011862	0.013592	-0.011369	-0.006574	-0.029508	1506768000	513813888	79749	8382	23	272	23	8382
105	0	4064	0105004064	1	12.772160	22.826780	31.070480	89.067650	88.998787	89.663696	mosflm-comb-latt-nocell-retry-multi-refine	9463.154297	0.000000	0.000000	128	0.008180	0.051000	-0.051000	1.460000	9250	0	44	0.030014	-0.059958	-0.040452	0.038726	0.006620	0.019395	-0.009075	-0.019804	0.023704	1506768000	950697216	81345	8615	24	227	24	8615
105	0	4240	0105004240	1	13.040790	22.620260	30.977341	89.108749	90.281219	90.782631	mosflm-comb-latt-nocell-retry-multi-refine	9464.076172	0.000000	0.000000	35	0.002760	-0.006000	-0.012000	1.020000	3215	0	20	-0.076513	-0.003247	-0.004088	-0.003044	0.042453	0.011986	0.001158	0.008360	-0.031163	1506768000	987491328	83157	8941	25	98	25	8941
105	0	4282	0105004282	1	13.030440	22.667959	30.879669	89.070030	89.624153	90.421402	mosflm-comb-latt-nocell-retry-multi-refine	9477.041992	0.000000	0.000000	128	0.007310	0.002000	0.011000	1.920000	8482	0	25	0.075171	0.000261	-0.015473	-0.000417	0.044024	-0.002918	0.006304	0.001634	0.031727	1506768000	646240448	83394	9020	25	177	25	9020
105	0	4586	0105004586	1	13.002460	22.466961	31.277500	89.084862	89.913498	90.679550	dirax-comb-nolatt-nocell-retry-multi-refine	9467.781250	0.000000	0.000000	84	0.003990	0.018000	0.040000	1.240000	4623	0	17	0.027317	0.068329	-0.022376	-0.038077	0.008841	-0.021305	-0.011327	0.013246	0.026809	1506768000	527944000	86949	9628	27	41	27	9628
105	0	4587	0105004587	1	13.158000	22.837200	31.365540	89.133392	89.076920	89.714363	mosflm-comb-latt-nocell-retry-multi-refine	9455.784180	0.000000	0.000000	69	0.007720	0.020000	0.008000	1.060000	9237	0	46	0.009245	-0.075227	-0.005735	-0.039632	-0.003262	-0.018346	0.013414	0.004346	-0.028603	1506768000	552960256	86958	9631	27	44	27	9631
105	0	4681	0105004681	1	13.034730	22.621441	30.943110	89.018898	90.106857	89.847588	dirax-comb-nolatt-nocell-retry-multi-refine	9477.640625	0.000000	0.000000	153	0.005400	0.001000	0.004000	1.600000	6276	0	19	-0.075896	0.006222	0.009318	-0.004564	-0.042943	-0.009479	0.003248	-0.006717	0.031449	1506768000	753660672	87390	9775	27	188	27	9775
105	0	4724	0105004724	1	13.805130	22.692039	29.782921	88.990417	89.097488	89.141541	mosflm-comb-latt-nocell-retry-multi-refine	9474.256836	0.000000	0.000000	62	0.004400	0.061000	-0.022000	1.090000	5081	0	29	0.034432	-0.034607	0.053538	0.031065	0.031266	-0.000646	-0.018034	0.017554	0.022241	1506768000	470744800	87648	9861	27	274	27	9861
105	0	4800	0105004800	1	12.968000	22.499081	31.110470	89.149162	90.901459	89.573868	mosflm-comb-latt-nocell-retry-multi-refine	9471.203125	0.000000	0.000000	207	0.009090	0.025000	0.016000	1.510000	10516	0	49	0.009888	-0.076482	-0.001003	0.041672	0.005919	-0.014299	0.009926	0.000368	0.030578	1506768000	205939584	88992	10032	28	293	28	10032
105	0	4872	0105004872	1	13.365120	22.578489	30.635700	89.170624	90.672508	90.372887	mosflm-comb-latt-nocell-retry-multi-refine	9455.925781	0.000000	0.000000	230	0.016700	-0.011000	-0.006000	1.770000	17998	0	130	-0.002242	-0.058346	-0.046797	0.040483	0.010043	-0.014911	0.012753	-0.019392	0.022960	1506768000	139727152	89328	10144	28	181	28	10144
105	0	4894	0105004894	1	13.021990	22.530130	31.399469	89.168037	90.449982	90.018692	dirax-comb-nolatt-nocell-retry-multi-refine	9471.612305	0.000000	0.000000	130	0.009720	-0.002000	0.013000	1.310000	11398	0	26	-0.010534	-0.074848	0.013576	0.041138	-0.008411	-0.014401	0.010674	0.003644	0.029788	1506768000	456530528	89442	10182	28	143	28	10182
105	0	5002	0105005002	1	13.005840	22.677099	31.419340	89.029961	89.524681	90.679619	dirax-comb-nolatt-nocell-retry-multi-refine	9477.750000	0.000000	0.000000	133	0.005280	-0.011000	0.002000	1.290000	6292	0	34	-0.003668	-0.073411	0.022593	-0.043809	0.002926	0.004196	-0.002963	-0.008928	-0.030412	1506768000	708497088	90972	10428	29	102	29	10428
105	0	5146	0105005146	1	12.979090	22.781010	31.002840	89.192688	89.185249	89.618538	mosflm-comb-latt-nocell-retry-multi-refine	9476.410156	0.000000	0.000000	37	0.003120	0.008000	-0.012000	1.220000	3673	0	11	-0.000036	0.077040	-0.001614	-0.040592	0.000048	0.016722	0.012705	0.000171	0.029654	1506768000	694119488	92766	10750	30	305	30	10750
105	0	5169	0105005169	1	13.027830	22.537310	30.809080	89.096352	90.440964	90.118401	mosflm-comb-latt-nocell-retry-multi-refine	9470.222656	0.000000	0.000000	235	0.011040	-0.004000	-0.016000	1.580000	12653	0	101	-0.056496	-0.046901	0.022379	-0.021854	0.034483	0.017395	-0.015059	0.004154	-0.028457	1506768000	910893824	92844	10776	30	279	30	10776
105	0	5271	0105005271	1	13.072570	22.738001	30.776340	89.163788	89.608971	89.473938	mosflm-comb-latt-nocell-retry-multi-refine	9475.904297	0.000000	0.000000	106	0.007340	-0.008000	-0.011000	1.240000	8543	0	19	0.062288	0.039933	-0.019440	0.021977	-0.037708	-0.005468	-0.009605	-0.000546	-0.031040	1506768000	44796416	93252	10912	30	143	30	10912
105	0	5278	0105005278	1	13.074480	22.639870	31.344740	89.027359	90.351341	90.088669	mosflm-comb-latt-nocell-retry-multi-refine	9465.598633	0.000000	0.000000	217	0.014820	0.036000	-0.033000	1.640000	16922	0	84	0.037343	-0.065569	0.012506	-0.038087	-0.019763	0.010503	-0.003607	-0.008126	-0.030645	1506768000	128194664	93282	10922	30	133	30	10922
105	0	5454	0105005454	1	13.116100	23.340509	30.652349	89.047127	90.788780	90.614983	mosflm-comb-latt-nocell-retry-multi-refine	9474.309570	0.000000	0.000000	112	0.005190	-0.031000	0.045000	1.630000	6092	0	46	-0.053215	0.047405	-0.027121	-0.002744	0.019437	0.038092	0.023014	0.021015	-0.009671	1506768000	205797280	95109	11240	31	184	31	11240
105	0	5492	0105005492	1	13.077210	22.491659	30.867260	89.164017	90.405869	89.793488	mosflm-comb-latt-nocell-retry-multi-refine	9473.129883	0.000000	0.000000	119	0.008100	-0.018000	-0.009000	1.230000	9388	0	57	-0.075375	-0.003418	0.012441	0.002492	0.037158	0.024296	-0.005448	0.017338	-0.026824	1506768000	714418240	95292	11301	31	245	31	11301
105	0	5538	0105005538	1	12.856510	22.743820	31.512289	89.019501	89.420380	89.697647	dirax-comb-nolatt-nocell-retry-multi-refine	9478.761719	0.000000	0.000000	122	0.010020	-0.009000	0.091000	1.380000	11708	0	39	0.029546	-0.060999	0.038170	-0.034967	-0.023967	-0.011693	0.015414	-0.008629	-0.026370	1506768000	406431488	95541	11384	31	328	31	11384
105	0	5567	0105005567	1	12.989350	22.667839	31.079189	89.087433	89.498207	89.878036	mosflm-comb-latt-nocell-retry-multi-refine	9467.682617	0.000000	0.000000	155	0.007100	-0.052000	0.030000	1.490000	8220	0	31	0.059675	-0.045552	0.017066	-0.026799	-0.035049	-0.000237	0.005861	-0.003624	-0.031435	1506768000	566507264	96678	11474	32	311	32	11474
